repo,sha,author,date,message,additions,deletions,total_changes,url
tensorflow/tensorflow,345fdfabee987c84de3fffe6bd4436348ecde435,nvgrw,2025-11-07 19:14:23+00:00,"Reverts 3f575133c691e8bbecc7e1aa36b20c6535c6b57e

PiperOrigin-RevId: 829509022",78,4,82,https://github.com/tensorflow/tensorflow/commit/345fdfabee987c84de3fffe6bd4436348ecde435
tensorflow/tensorflow,9f7f4c7bc67a571887b29ba4af02666b1c6731d3,apivovarov,2025-11-07 19:08:28+00:00,"Refactor GPU: Move GetCurrentId to p2p_thunk_common.

This change deduplicates the `GetCurrentId` function by moving it from `collective_permute_thunk.cc` and `nvshmem_collective_permute_thunk.cc` to `p2p_thunk_common.cc`, and renaming it to `GetCollectiveCurrentId`. The build dependencies are updated accordingly.

PiperOrigin-RevId: 829506840",36,44,80,https://github.com/tensorflow/tensorflow/commit/9f7f4c7bc67a571887b29ba4af02666b1c6731d3
tensorflow/tensorflow,6e2fd438aa9b01065d20c88686c6874b83972d12,ermilovmaxim,2025-11-07 18:55:34+00:00,"Reverts 08cfeaf6e86a411d0f9605a33dc528fdc93db072

PiperOrigin-RevId: 829501544",163,177,340,https://github.com/tensorflow/tensorflow/commit/6e2fd438aa9b01065d20c88686c6874b83972d12
tensorflow/tensorflow,595c829095d659c899793b8c3d41deb95239d4ab,mwhittaker,2025-11-07 18:55:27+00:00,"Allow NCCL communicator creation to be canceled.

Recall that to perform NCCL collectives (e.g., AllReduce, AllGather), a process
creates a NCCL communicator and then uses the communicator to perform
collectives. If a participant of a collective fails, the collective can hang
forever. However, we can abort a NCCL communicator which aborts all pending
collectives being performed on it.

Creating a communicator can also block if a participant fails, but the code
didn't support canceling the creation of the communicator. This change allows
for communicator creation to be aborted.

The change isn't very deep. It's mostly just plumbing around some
`atomic_bool`s which are set to true when we want to cancel.

PiperOrigin-RevId: 829501509",137,41,178,https://github.com/tensorflow/tensorflow/commit/595c829095d659c899793b8c3d41deb95239d4ab
tensorflow/tensorflow,162c3e57634157281d2bd389e0f5e943fcc47733,tensorflower-gardener,2025-11-07 18:50:21+00:00,"Change visibility for xla profiler

PiperOrigin-RevId: 829499409",8,0,8,https://github.com/tensorflow/tensorflow/commit/162c3e57634157281d2bd389e0f5e943fcc47733
tensorflow/tensorflow,151894fa84cb54bf11b58fe7c4fefc56fa831a4b,mrguenther,2025-11-07 18:46:04+00:00,"Integrate StableHLO at openxla/stablehlo@3f27c53c

PiperOrigin-RevId: 829497796",38,634,672,https://github.com/tensorflow/tensorflow/commit/151894fa84cb54bf11b58fe7c4fefc56fa831a4b
tensorflow/tensorflow,05b62cafd75150445fea61805d37aac175305500,hugomano,2025-11-07 17:44:43+00:00,"PR #33671: fix(Triton/ROCm): Add missing createTritonGPUAllocateWarpGroups pass to pipeline

Imported from GitHub PR https://github.com/openxla/xla/pull/33671

This PR fixes the Triton compilation pipeline for ROCm by adding the `createTritonGPUAllocateWarpGroups` pass, which was missing.

This pass is necessary for the `ExtractThreadDims` function to work correctly during code generation. It adds the `ttg.total-num-warps` attribute to the MLIR module, which is later consumed in `emitter_helpers.cc`. Without this pass, the compilation fails when trying to extract thread dimensions.

c/ @khasanovaa @chsigg  @AleksaArsic

Copybara import of the project:

--
3f9c437a9decf9f9be9c87d52486da67440b403c by Hugo Mano <hugo@zml.ai>:

fix(Triton/ROCm): Add missing createTritonGPUAllocateWarpGroups pass to pipeline

--
4ec8907749e2c0de17ab5a694f2731f58435681f by Hugo Mano <hugo@zml.ai>:

format

Merging this change closes #33671

PiperOrigin-RevId: 829473885",4,0,4,https://github.com/tensorflow/tensorflow/commit/05b62cafd75150445fea61805d37aac175305500
tensorflow/tensorflow,4cbccfc8c59d180434c48f839f47263a0e910b0b,EusebioDM,2025-11-07 16:18:31+00:00,"Introduce `GpuAotCompilationResult`

This will be created by the gpu_compiler, and used for the be used for the new AOT / runtime split logic.

PiperOrigin-RevId: 829445776",299,0,299,https://github.com/tensorflow/tensorflow/commit/4cbccfc8c59d180434c48f839f47263a0e910b0b
tensorflow/tensorflow,de7c931899fe6f0415513381a3b5edf2555419a0,zvikinoza,2025-11-07 16:08:42+00:00,"`UnflattenCallGraph` assumed graph was flat, but we can get rid of assumption and use the pass for general deduplication. For this we should only hash unique computations, to avoid redundant work for performance.

PiperOrigin-RevId: 829442682",4,4,8,https://github.com/tensorflow/tensorflow/commit/de7c931899fe6f0415513381a3b5edf2555419a0
tensorflow/tensorflow,cc4a122a248becc99b503bfa2980446bd92430ee,tensorflower-gardener,2025-11-07 15:46:10+00:00,"Automated Code Change

PiperOrigin-RevId: 829434646",31,30,61,https://github.com/tensorflow/tensorflow/commit/cc4a122a248becc99b503bfa2980446bd92430ee
tensorflow/tensorflow,3f34740ef595a3d2b17f70b4286a207a64af1b33,zvikinoza,2025-11-07 15:43:52+00:00,"Hlo module splitting

This change introduces the ability to split a single HLO module into multiple modules, for the separate compilation effort.

Splitting strategy assigns each computation in the call graph (starting from the entry computation) to its own separate module. Calls between computations that end up in different modules are replaced by stubs, which are implemented as custom-calls. An HloLinkingManifest is generated alongside the split modules, containing information to link the modules back together by replacing stubs with calls to the actual computations in other modules.

This change also adds helper methods to assign deterministic instruction and computation IDs, which are used to generate stable module names, and to replace called computations when inserting stubs.

PiperOrigin-RevId: 829434027",940,0,940,https://github.com/tensorflow/tensorflow/commit/3f34740ef595a3d2b17f70b4286a207a64af1b33
tensorflow/tensorflow,1f1323c0f4734138091130170927f10e83149ff9,tensorflower-gardener,2025-11-07 15:29:58+00:00,"Automated Code Change

PiperOrigin-RevId: 829429675",47,45,92,https://github.com/tensorflow/tensorflow/commit/1f1323c0f4734138091130170927f10e83149ff9
tensorflow/tensorflow,f684f93c33a5c0ba7521ca45f27109f1d6ef7995,chsigg,2025-11-07 15:16:25+00:00,"[xla:gpu] Skip autotuner configs if we fail to nest gemm fusion.

We do not want to route anything to the legacy emitter anymore.

The autotuner now verifies that `NestGemmFusion` successfully rewrites the HLO module and that the resulting fusion is of the expected Triton nested GEMM kind.

PiperOrigin-RevId: 829425902",11,0,11,https://github.com/tensorflow/tensorflow/commit/f684f93c33a5c0ba7521ca45f27109f1d6ef7995
tensorflow/tensorflow,94b36896014d2bfc899b8437802ccd76b3855cd4,basioli-k,2025-11-07 15:13:13+00:00,"[XLA][codegen] Move checking if triton supports an HLO instruction outside of code emission

PiperOrigin-RevId: 829425060",37,18,55,https://github.com/tensorflow/tensorflow/commit/94b36896014d2bfc899b8437802ccd76b3855cd4
tensorflow/tensorflow,feda04abd7b377dcbf9662c2e9067811bda3f4e0,akuegel,2025-11-07 15:06:29+00:00,"[XLA:GPU] Add additional check for operand sharing of Bias Matmul

If the bias operand is also used as other operand for the Matmul, we should not
share.

PiperOrigin-RevId: 829423168",131,2,133,https://github.com/tensorflow/tensorflow/commit/feda04abd7b377dcbf9662c2e9067811bda3f4e0
tensorflow/tensorflow,599b30f47fb99ea0377bfa7c68a5bd8249228858,pifon2a,2025-11-07 14:45:57+00:00,"[XLA:CPU] Pass MLIRContext to EmitFusionKernel.

PiperOrigin-RevId: 829416657",24,16,40,https://github.com/tensorflow/tensorflow/commit/599b30f47fb99ea0377bfa7c68a5bd8249228858
tensorflow/tensorflow,1604bf3218d972a631d5458388e01c583a90be25,tensorflower-gardener,2025-11-07 14:33:48+00:00,"Automated Code Change

PiperOrigin-RevId: 829413031",6,6,12,https://github.com/tensorflow/tensorflow/commit/1604bf3218d972a631d5458388e01c583a90be25
tensorflow/tensorflow,54c7505360915a1defc0b6993729b6af722fb0da,chsigg,2025-11-07 13:38:39+00:00,"NFC: Remove unused function and simplify return.

This change removes the unused `GetDotCount` function and simplifies the return statement in `NestGemmFusion::Run`.

PiperOrigin-RevId: 829397215",1,8,9,https://github.com/tensorflow/tensorflow/commit/54c7505360915a1defc0b6993729b6af722fb0da
tensorflow/tensorflow,a137ca105e47c64930f3e792ea4dc2f9fdea2f46,tensorflower-gardener,2025-11-07 13:29:57+00:00,"Automated Code Change

PiperOrigin-RevId: 829395005",390,366,756,https://github.com/tensorflow/tensorflow/commit/a137ca105e47c64930f3e792ea4dc2f9fdea2f46
tensorflow/tensorflow,62f00f3f0524f6d5a7da48c91f596cbb941e9276,tensorflower-gardener,2025-11-07 13:26:33+00:00,"Automated Code Change

PiperOrigin-RevId: 829394231",631,588,1219,https://github.com/tensorflow/tensorflow/commit/62f00f3f0524f6d5a7da48c91f596cbb941e9276
tensorflow/tensorflow,b977bfa8de23c56017cb23cedb8f149a5d15303b,EusebioDM,2025-11-07 11:35:11+00:00,"Move `GpuThunkGpuAotCompilationResult` to a new file, and rename it.

Moving it out of the `gpu_compiler.cc` since that class is already huge.

Renaming to legacy since it will be replaced the new result form the runtime split project, and removing the ""thunk"" part since this has nothing to do with thunks (unlike the new upcoming result).

Unfortunately we had to create a `LoadExecutableFromAotResult` function in compiler.h to avoid a circular dependency in between `LegacyGpuAotCompilationResult` and `GpuCompiler`.

Also fixing some includes and braces along the way.

PiperOrigin-RevId: 829362663",353,195,548,https://github.com/tensorflow/tensorflow/commit/b977bfa8de23c56017cb23cedb8f149a5d15303b
tensorflow/tensorflow,ac914a493d41a764978a73ad31a287ceeb7f17c1,Tixxx,2025-11-07 11:29:01+00:00,"PR #32970: [NVIDIA GPU] Set nccl max channels to 32 for blackwell

Imported from GitHub PR https://github.com/openxla/xla/pull/32970

📝 Summary of Changes
Starting NCCL 2.28, nccl reduced the default max channels for collectives on blackwell from 32 to 16.
We need to pin it to 32 in xla to avoid surprise perf regressions.

🎯 Justification
Without this, default xla will incur perf regression after nccl 2.28 on blackwell.

🚀 Kind of Contribution
🐛 Bug Fix

📊 Benchmark (for Performance Improvements)
Ran all benchmarks on blackwell and observed no perf regressions with this change.

🧪 Unit Tests:
NA

🧪 Execution Tests:
All benchmarks under tools/benchmark

Copybara import of the project:

--
9da412947d8bd1af2c28bc0ece4dbe43e9119723 by TJ Xu <tjx@nvidia.com>:

set nccl max channels to 32 for blackwell

--
1838ffdf04a90cfbd4f75d5ff138be395d74d6e7 by TJ Xu <tjx@nvidia.com>:

Only set the cta count for blackwell only

--
53e0ec113f43556a94022634ee4bd22a08c83975 by TJ Xu <tjx@nvidia.com>:

removed macro

--
ee2d6038b150b8412afcd3de54ca0f3d8dd53dde by TJ Xu <tjx@nvidia.com>:

use runtime check for nccl version

--
9d68d5ca880d7afd7e458902337b16ff75fdfb43 by TJ Xu <tjx@nvidia.com>:

Changed include file

Merging this change closes #32970

PiperOrigin-RevId: 829360907",45,18,63,https://github.com/tensorflow/tensorflow/commit/ac914a493d41a764978a73ad31a287ceeb7f17c1
tensorflow/tensorflow,4a024c88ff8b7253c86a40e0f54b3fd4cb844395,Moerafaat,2025-11-07 11:12:53+00:00,"[XLA:GPU/TMA] Move the restriction on GEMMs with broadcasts and pipelining from the autotuner to the emitter.

This is a more precise filter, allowing previously disabled configurations to run and only disable TMA optionality on parameters that go through broadcasts.

PiperOrigin-RevId: 829356852",81,67,148,https://github.com/tensorflow/tensorflow/commit/4a024c88ff8b7253c86a40e0f54b3fd4cb844395
tensorflow/tensorflow,14e8fbe22600c5f7152ba61bd303c24ecd7cc930,beckerhe,2025-11-07 10:42:08+00:00,"Move KernelMetadata into its own file

- Takes the class `KernelMetadata` from `kernel.h` and moves it into a new file `kernel_metadata.h`
- Moves the setter and getter implementations from `kernel.cc` into `kernel_metadata.h`
- Adds some basic unit tests
- Fixes up dependencies in targets that depend on `KernelMetadata`

PiperOrigin-RevId: 829348087",171,60,231,https://github.com/tensorflow/tensorflow/commit/14e8fbe22600c5f7152ba61bd303c24ecd7cc930
tensorflow/tensorflow,8640317764ff90922900a820c03554d36200cca7,akuegel,2025-11-07 10:40:59+00:00,"Remove buffer sharing logic related to GPU SliceInput fusions

These fusions were created by the horizontal fusion passes. Those have been
deleted already.

PiperOrigin-RevId: 829347828",0,376,376,https://github.com/tensorflow/tensorflow/commit/8640317764ff90922900a820c03554d36200cca7
tensorflow/tensorflow,ec8876a2558e065b27a4fd2ffca62e4845963e0f,akhilgoe,2025-11-07 10:11:42+00:00,"PR #32934: [XLA:CPU][oneDNN] Fix failing oneDNN tests and F16 regressions

Imported from GitHub PR https://github.com/openxla/xla/pull/32934

This PR addresses the side effects of a previous XLA commit (https://github.com/openxla/xla/commit/bd3f15e30fd588a53c8d7a594bafaa34d4f4adb5) that prevented any fusions for oneDNN F16 custom calls. In particular, this PR:
1. Expands the type promotion condition to include checks for oneDNN CCs too.
2. Use oneDNN float support for both oneDNN CCs and graph based execution.
Copybara import of the project:

--
00c688e5c73b802591f6266e46e264acc6ab3052 by Akhil Goel <akhil.goel@intel.com>:

Initial commit

--
e74b6f19977e6095e312707f48b13dc7e1f9ea43 by Akhil Goel <akhil.goel@intel.com>:

Address review comment

Merging this change closes #32934

PiperOrigin-RevId: 829340050",6,3,9,https://github.com/tensorflow/tensorflow/commit/ec8876a2558e065b27a4fd2ffca62e4845963e0f
tensorflow/tensorflow,6f40b747b83eeba3b69a77f4a7806117df83d1b3,alekstheod,2025-11-07 10:00:29+00:00,"PR #33681: [ROCm] Fix hermetic build

Imported from GitHub PR https://github.com/openxla/xla/pull/33681

📝 Summary of Changes
Fix build after got broken by this pr merge: [https://github.com/openxla/xla/pull/29769](https://github.com/openxla/xla/pull/29769/files)

🎯 Justification
Add back missing dependencies and make hipblaslt mandatory

🚀 Kind of Contribution
Please remove what does not apply: 🐛 Bug Fix,

📊 Benchmark (for Performance Improvements)
Build fix for rocm config, not relevant

🧪 Unit Tests:
Build fix for rocm config, not relevant

🧪 Execution Tests:
Build fix for rocm config, not relevant

Copybara import of the project:

--
436d89a3aef19f4823f446e354eb64d615fa8fbb by Alexandros Theodoridis <atheodor@amd.com>:

Fix hermetic build

Merging this change closes #33681

PiperOrigin-RevId: 829335746",56,41,97,https://github.com/tensorflow/tensorflow/commit/6f40b747b83eeba3b69a77f4a7806117df83d1b3
tensorflow/tensorflow,9dddfc9179694b8c5f83ceb6e7120e0247582820,alekstheod,2025-11-07 09:43:50+00:00,"PR #33414: [ROCm] Add missing keepalive timeout for rbe builds in rocm

Imported from GitHub PR https://github.com/openxla/xla/pull/33414

📝 Summary of Changes
Set keepalive time to prevent connection drop from bazel client during rbe builds

🎯 Justification
Set keepalive time to prevent connection drop from bazel client during rbe builds

🚀 Kind of Contribution
Please remove what does not apply: 🐛 Bug Fix

📊 Benchmark (for Performance Improvements)
Not relevant

🧪 Unit Tests:
Not relevant

🧪 Execution Tests:
Not relevant

Copybara import of the project:

--
76a26b318dac967b17a64abfbbbb00ca26980b5a by Alexandros Theodoridis <atheodor@amd.com>:

Add missing keepalive timeout for rbe builds in rocm

Merging this change closes #33414

PiperOrigin-RevId: 829330372",2,1,3,https://github.com/tensorflow/tensorflow/commit/9dddfc9179694b8c5f83ceb6e7120e0247582820
tensorflow/tensorflow,7c09e90f2f6a17ba0e5c387c2530c19547f709f4,shawnwang18,2025-11-07 09:43:09+00:00,"PR #33655: [XLA:GPU] Set NCCL kernels to highest priority in cuda graph

Imported from GitHub PR https://github.com/openxla/xla/pull/33655

📝 Summary of Changes
This PR change the default priority for NCCL kernels in command buffer to highest priority, which is the same as when NCCL is running without cuda-graph.

🎯 Justification
Test below workloads on GB200 clusters, the PR's perf improvements, all have perf improvements, I think we should make the default setting.

<img width=""283"" height=""155"" alt=""image"" src=""https://github.com/user-attachments/assets/377a7776-912b-42d3-a48e-a948be56c3c5"" />

🚀 Kind of Contribution
⚡️ Performance Improvement,

🧪 Unit Tests:
Change the default settings for command buffer command, not new feature.

Copybara import of the project:

--
e50386a638abf6e346c1c8f2ca2512d924406676 by Shawn Wang <shawnw@nvidia.com>:

Set NCCL kernels to highest priority in cuda graph

Merging this change closes #33655

PiperOrigin-RevId: 829330139",1,1,2,https://github.com/tensorflow/tensorflow/commit/7c09e90f2f6a17ba0e5c387c2530c19547f709f4
tensorflow/tensorflow,7fca0de608e8d7ddc0ea9b1b1b512a6f1a68db8d,ILCSFNO,2025-11-07 10:47:04+00:00,Fix the doc for error raised in func `tf.linalg.LinearOperatorToeplitz`,6,0,6,https://github.com/tensorflow/tensorflow/commit/7fca0de608e8d7ddc0ea9b1b1b512a6f1a68db8d
